Rater_1,Item_1,0,0,0,0,0,0
Rater_1,Item_2,0,0,0,0,0,0
Rater_1,Item_3,0,0,0,0,0,0
Rater_1,Item_4,0,0,0,0,0,0
Rater_1,Item_5,0,0,0,0,0,0
Rater_1,Item_6,0,0,0,0,0,0
Rater_1,Item_7,0,0,0,0,0,0
Rater_1,Item_8,0,0,0,0,0,0
Rater_2,Item_1,0,0,0,0,0,0
Rater_2,Item_2,0,0,0,0,0,0
Rater_2,Item_3,0,0,0,0,0,0
Rater_2,Item_4,0,0,0,0,0,0
Rater_2,Item_5,0,0,0,0,0,0
Rater_2,Item_6,0,0,0,0,0,0
Rater_2,Item_7,0,0,0,0,0,0
Rater_2,Item_8,0,0,0,0,0,0
Rater_3,Item_1,0,0,0,0,0,0
Rater_3,Item_2,0,0,0,0,0,0
Rater_3,Item_3,0,0,0,0,0,0
Rater_3,Item_4,0,0,0,0,0,0
Rater_3,Item_5,0,0,0,0,0,0
Rater_3,Item_6,0,0,0,0,0,0
Rater_3,Item_7,0,0,0,0,0,0
Rater_3,Item_8,0,0,0,0,0,0
Rater_4,Item_1,0,0,0,0,0,0
Rater_4,Item_2,0,0,0,0,0,0
Rater_4,Item_3,0,0,0,0,0,0
Rater_4,Item_4,0,0,0,0,0,0
Rater_4,Item_5,0,0,0,0,0,0
Rater_4,Item_6,0,0,0,0,0,0
Rater_4,Item_7,0,0,0,0,0,0
Rater_4,Item_8,0,0,0,0,0,0
Rater_5,Item_1,0,-2,-1,0,1,2
Rater_5,Item_2,0,-2,-1,0,1,2
Rater_5,Item_3,0,-2,-1,0,1,2
Rater_5,Item_4,0,-2,-1,0,1,2
Rater_5,Item_5,0,-2,-1,0,1,2
Rater_5,Item_6,0,-2,-1,0,1,2
Rater_5,Item_7,0,-2,-1,0,1,2
Rater_5,Item_8,0,-2,-1,0,1,2
Rater_6,Item_1,0,-2,-1,0,1,2
Rater_6,Item_2,0,-2,-1,0,1,2
Rater_6,Item_3,0,-2,-1,0,1,2
Rater_6,Item_4,0,-2,-1,0,1,2
Rater_6,Item_5,0,-2,-1,0,1,2
Rater_6,Item_6,0,-2,-1,0,1,2
Rater_6,Item_7,0,-2,-1,0,1,2
Rater_6,Item_8,0,-2,-1,0,1,2
Rater_7,Item_1,0,-2,-1,0,1,2
Rater_7,Item_2,0,-2,-1,0,1,2
Rater_7,Item_3,0,-2,-1,0,1,2
Rater_7,Item_4,0,-2,-1,0,1,2
Rater_7,Item_5,0,-2,-1,0,1,2
Rater_7,Item_6,0,-2,-1,0,1,2
Rater_7,Item_7,0,-2,-1,0,1,2
Rater_7,Item_8,0,-2,-1,0,1,2
Rater_8,Item_1,0,-2,-1,0,1,2
Rater_8,Item_2,0,-2,-1,0,1,2
Rater_8,Item_3,0,-2,-1,0,1,2
Rater_8,Item_4,0,-2,-1,0,1,2
Rater_8,Item_5,0,-2,-1,0,1,2
Rater_8,Item_6,0,-2,-1,0,1,2
Rater_8,Item_7,0,-2,-1,0,1,2
Rater_8,Item_8,0,-2,-1,0,1,2
